"Coordenada,N,24,15","Coordena_1,N,24,15","Local/Rodo,C,254","Estaca,C,254","Profundida,C,254","OT (%),N,255,2","DEN (g/cm3,N,255,5","ISC/CBR (%,N,255,2","EXP (%),N,255,2","LL (%),N,255,2","IP (%),N,255,2","50.8 ( #2"",N,255,2","25.4 (#1""),N,255,2","9.5 (#3/8"",N,255,2","4.76 (#4),N,255,2","2 (#10),N,255,2","0.42 (#40),N,255,2","0.074 (#20,N,255,2","AASHTO/TRB,C,254",MR modelado,"Embrapa_Ar,N,21,5","Embrapa_Si,N,21,5","Embrapa_bu,N,21,5","Embrapa__1,N,21,5","Simbolos,C,254","COMP1,C,254","COMP2,C,254","COMP3,C,254","LEG_DESC,C,254","Area_km2,N,33,31","ORDEM1,C,254","SUBORDEM1,C,254","GDEGRUPO1,C,254","ORDEM2,C,254","SUBORDEM2,C,254","GDEGRUPO2,C,254","ORDEM3,C,254","SUBORDEM3,C,254","GDEGRUPO3,C,254","LEG_SINOT,C,254","CLASSE_DOM,C,254","terrain_su,N,21,5","TRI_sirgas,N,21,5","TWI,N,21,5","valley_dep,N,21,5","NVDI,N,21,5","MRVBF_reco,N,21,5","MRRTF_reco,N,21,5","Diurnal An,N,21,5","Direct_Ins,N,21,5",,,,,,,,,,,,,,,,
"423972,8750","9618818,6560",BR-402/CE,975,0 - 100,"8,00","1,82000","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","16,80",A - 4,"247,80950","561,00000","208,00000","1,39000","296,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"50,95309","10,04988","15,69161","386,48669","0,23146","4,61197","4,00005","0,00830","6,13770",,,,,,,,,,,,,,,,
"424061,4440","9618772,2280",BR-402/CE,980,0 - 100,"8,00","1,82000","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","16,80",A - 4,"247,80950","670,00000","196,00000","1,39000","305,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"50,90038","6,63325","13,25366","383,90167","0,23146","4,61841","4,00282","-0,00379","6,10773",,,,,,,,,,,,,,,,
"424149,9210","9618725,6270",BR-402/CE,985,0 - 100,"8,00","1,82100","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","16,80",A - 4,"246,18540","646,00000","206,00000","1,40000","306,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"51,16967","6,08276","13,23210","382,54266","0,23146","4,61444","4,00469","-0,01088","6,09250",,,,,,,,,,,,,,,,
"424238,3820","9618678,9930",BR-402/CE,990,0 - 100,"8,00","1,82100","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","16,90",A - 4,"246,33210","540,00000","195,00000","1,40000","300,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"51,23481","7,28011","13,21989","381,59174","0,23146","4,61280","4,00687","-0,01710","6,09326",,,,,,,,,,,,,,,,
"424326,8200","9618632,3170",BR-402/CE,995,0 - 100,"8,00","1,82100","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","16,90",A - 2 - 4,"246,33210","539,00000","200,00000","1,40000","297,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"51,42210","4,69042","13,69747","380,73486","0,20863","4,61441","4,00404","-0,01588","6,07660",,,,,,,,,,,,,,,,
"424415,3070","9618585,7340",BR-402/CE,1000,0 - 100,"8,00","1,82100","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 2 - 4,"246,47840","559,00000","207,00000","1,40000","319,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"51,52646","5,56776","13,05155","379,80670","0,20863","4,61866","4,00800","-0,01796","6,07728",,,,,,,,,,,,,,,,
"424503,7810","9618539,1260",BR-402/CE,1005,0 - 100,"8,00","1,82100","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 2 - 4,"246,47840","559,00000","207,00000","1,40000","319,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"51,56012","5,47723","13,07525","380,45172","0,20863","4,62141","4,00419","-0,00329","6,15798",,,,,,,,,,,,,,,,
"424592,1980","9618492,4100",BR-402/CE,1010,0 - 100,"8,00","1,82100","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 4,"246,47840","558,00000","211,00000","1,40000","292,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"51,46529","6,55744","14,12417","381,06165","0,30917","4,62610","4,00572","-0,01831","6,10915",,,,,,,,,,,,,,,,
"424680,7480","9618445,9450",BR-402/CE,1015,0 - 100,"8,00","1,82100","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 2 - 4,"246,47840","686,00000","203,00000","1,40000","306,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"51,50753","5,29150","13,84709","382,26776","0,26227","4,63159","4,00261","-0,01417","6,11015",,,,,,,,,,,,,,,,
"424769,0300","9618398,9750",BR-402/CE,1020,0 - 100,"8,00","1,82100","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 4,"246,47840","657,00000","210,00000","1,39000","307,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"51,43348","5,65685","13,77708","382,56036","0,26227","4,63407","4,00355","-0,01710","6,09428",,,,,,,,,,,,,,,,
"424857,4000","9618352,1710",BR-402/CE,1025,0 - 100,"8,00","1,82100","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 2 - 4,"246,47840","534,00000","195,00000","1,39000","293,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"51,47317","4,89898","13,97930","382,95581","0,26227","4,63210","3,99799","-0,00293","6,12635",,,,,,,,,,,,,,,,
"424945,8420","9618305,5020",BR-402/CE,1030,0 - 100,"8,00","1,82200","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 2 - 4,"244,85530","584,00000","197,00000","1,39000","299,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"51,44022","6,08276","13,79268","383,27814","0,26227","4,64066","3,99799","0,02418","6,20556",,,,,,,,,,,,,,,,
"425034,3860","9618259,0270",BR-402/CE,1035,0 - 100,"8,00","1,82200","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 2 - 4,"244,85530","556,00000","205,00000","1,40000","293,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"51,47446","5,74456","13,17777","381,83521","0,29970","4,65115","3,99580","0,01710","6,19080",,,,,,,,,,,,,,,,
"425123,0180","9618212,7200",BR-402/CE,1040,0 - 100,"8,00","1,82200","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 2 - 4,"244,85530","642,00000","189,00000","1,40000","287,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"51,53114","5,65685","13,47825","381,77069","0,29970","4,65475","3,99433","-0,00293","6,12799",,,,,,,,,,,,,,,,
"425211,9070","9618166,9090",BR-402/CE,1045,0 - 100,"8,00","1,82200","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 2 - 4,"244,85530","526,00000","205,00000","1,40000","295,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"51,55142","6,32456","14,34257","380,93353","0,29970","4,65446","3,99195","-0,00587","6,11095",,,,,,,,,,,,,,,,
"425301,0600","9618121,6740",BR-402/CE,1050,0 - 100,"8,00","1,82200","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 2 - 4,"244,85530","534,00000","193,00000","1,39000","293,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"51,70376","5,91608","13,19935","380,00983","0,29860","4,65959","3,99070","0,01209","6,17682",,,,,,,,,,,,,,,,
"425389,8110","9618075,5950",BR-402/CE,1055,0 - 100,"8,00","1,82200","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 2 - 4,"244,85530","584,00000","196,00000","1,40000","311,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"51,71067","7,07107","13,53593","378,47314","0,32573","4,65386","3,98804","0,01330","6,15953",,,,,,,,,,,,,,,,
"425479,0490","9618030,4940",BR-402/CE,1060,0 - 100,"8,00","1,82300","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 4,"243,23590","559,00000","193,00000","1,39000","300,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"51,91932","6,32456","13,00479","376,38458","0,32573","4,67498","3,98837","0,01037","6,14425",,,,,,,,,,,,,,,,
"425567,5170","9617983,8800",BR-402/CE,1065,0 - 100,"8,00","1,82300","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 2 - 4,"243,23590","841,00000","211,00000","1,40000","311,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"51,89614","8,88819","13,39809","375,25916","0,32573","4,67071","3,98520","0,01588","6,21012",,,,,,,,,,,,,,,,
"425656,3020","9617937,8670",BR-402/CE,1070,0 - 100,"8,00","1,82300","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 2 - 4,"243,23590","519,00000","200,00000","1,40000","303,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"52,08503","7,81025","13,96116","379,20032","0,32573","4,67913","3,98633","-0,02038","6,11104",,,,,,,,,,,,,,,,
"425744,9870","9617891,6620",BR-402/CE,1075,0 - 100,"8,00","1,82400","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 2 - 4,"241,62010","714,00000","207,00000","1,40000","304,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"52,00299","10,00000","14,47280","381,09729","0,26304","4,67752","3,98296","-0,01624","6,11127",,,,,,,,,,,,,,,,
"425833,6600","9617845,4330",BR-402/CE,1080,0 - 100,"8,00","1,82400","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 2 - 4,"241,62010","917,00000","213,00000","1,39000","328,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"52,09128","7,68115","12,52994","381,87360","0,26304","4,65572","3,97783","-0,02452","6,10866",,,,,,,,,,,,,,,,
"425922,3610","9617799,2600",BR-402/CE,1085,0 - 100,"8,00","1,82400","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 2 - 4,"241,62010","834,00000","207,00000","1,39000","301,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"51,91928","6,85565","14,30673","384,43188","0,26304","4,68877","3,97507","-0,02539","6,09270",,,,,,,,,,,,,,,,
"426011,2510","9617753,4500",BR-402/CE,1090,0 - 100,"8,00","1,82400","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 4,"241,62010","834,00000","207,00000","1,39000","301,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"51,84626","5,00000","13,31482","385,93219","0,27655","4,71947","3,97102","-0,00622","6,14319",,,,,,,,,,,,,,,,
"426100,0330","9617707,4330",BR-402/CE,1095,0 - 100,"8,00","1,82400","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 2 - 4,"241,62010","783,00000","208,00000","1,39000","303,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"51,56847","3,87298","14,21661","386,06830","0,26227","4,73720","3,96253","-0,00086","6,12727",,,,,,,,,,,,,,,,
"426188,7420","9617661,2730",BR-402/CE,1100,0 - 100,"8,00","1,82500","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 2 - 4,"240,00800","615,00000","203,00000","1,39000","290,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"51,35053","5,91608","13,13868","387,12579","0,26227","4,73918","3,94389","0,03004","6,23718",,,,,,,,,,,,,,,,
"426277,3410","9617614,9030",BR-402/CE,1105,0 - 100,"8,00","1,82500","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 2 - 4,"240,00800","773,00000","207,00000","1,41000","305,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"51,02051","6,16441","13,74733","386,67322","0,26227","4,75269","3,91861","0,01002","6,17539",,,,,,,,,,,,,,,,
"426366,0760","9617568,7950",BR-402/CE,1110,0 - 100,"8,00","1,82500","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 2 - 4,"240,00800","595,00000","196,00000","1,40000","296,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"50,76001","6,55744","13,65886","387,31580","0,26227","4,75661","3,86694","0,00794","6,17616",,,,,,,,,,,,,,,,
"426454,7330","9617522,5350",BR-402/CE,1115,0 - 100,"8,00","1,82500","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 4,"240,00800","969,00000","205,00000","1,39000","311,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"50,45350","4,47214","13,97583","387,74664","0,27433","4,76503","3,79156","0,01209","6,17532",,,,,,,,,,,,,,,,
"426543,9290","9617477,3500",BR-402/CE,1120,0 - 100,"8,00","1,82500","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","66,00","45,00","17,00",A - 4,"240,00800","921,00000","201,00000","1,38000","339,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"50,27206","7,28011","13,11956","389,58527","0,27433","4,76542","3,64778","0,01381","6,20589",,,,,,,,,,,,,,,,
"426632,2140","9617430,3980",BR-402/CE,1125,0 - 100,"8,00","1,82500","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","67,00","45,00","17,00",A - 2 - 4,"238,81050","882,00000","209,00000","1,39000","333,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"50,06202","11,57584","14,12104","391,78839","0,27433","4,77213","3,30597","0,00379","6,17286",,,,,,,,,,,,,,,,
"426720,7540","9617383,9150",BR-402/CE,1130,0 - 100,"8,00","1,82500","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","67,00","45,00","17,00",A - 4,"238,81050","914,00000","203,00000","1,39000","316,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"50,04094","6,55744","13,14108","393,29535","0,23140","4,78221","2,12453","-0,00329","6,15735",,,,,,,,,,,,,,,,
"426809,4440","9617337,7180",BR-402/CE,1135,0 - 100,"8,00","1,82500","9,00","0,00","0,00","0,00","100,00","100,00","86,00","77,00","67,00","45,00","17,00",A - 4,"238,81050","829,00000","223,00000","1,39000","321,00000",SXe16,Planossolos Haplicos Eutroficos,Planossolos Natricos Orticos,Neossolos Litolicos Eutroficos,SXe16 - Planossolos Haplicos Eutroficos + Planossolos Natricos Orticos + Neossolos Litolicos Eutroficos,"2196,5597116100000000000000000000000",PLANOSSOLOS,HAPLICOS,Eutroficos,PLANOSSOLOS,NATRICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,SXe - Planossolos Haplicos Eutroficos,SXe,"49,98110","6,92820","13,71353","395,40942","0,17983","4,79124","0,11963","-0,00830","6,13985",,,,,,,,,,,,,,,,
