"Coordenada,N,24,15","Coordena_1,N,24,15","Local/Rodo,C,254","Estaca,C,254","Profundida,C,254","OT (%),N,255,2","DEN (g/cm3,N,255,5","ISC/CBR (%,N,255,2","EXP (%),N,255,2","LL (%),N,255,2","IP (%),N,255,2","50.8 ( #2"",N,255,2","25.4 (#1""),N,255,2","9.5 (#3/8"",N,255,2","4.76 (#4),N,255,2","2 (#10),N,255,2","0.42 (#40),N,255,2","0.074 (#20,N,255,2","AASHTO/TRB,C,254",MR modelado,"Embrapa_Ar,N,21,5","Embrapa_Si,N,21,5","Embrapa_bu,N,21,5","Embrapa__1,N,21,5","Simbolos,C,254","COMP1,C,254","COMP2,C,254","COMP3,C,254","LEG_DESC,C,254","Area_km2,N,33,31","ORDEM1,C,254","SUBORDEM1,C,254","GDEGRUPO1,C,254","ORDEM2,C,254","SUBORDEM2,C,254","GDEGRUPO2,C,254","ORDEM3,C,254","SUBORDEM3,C,254","GDEGRUPO3,C,254","LEG_SINOT,C,254","CLASSE_DOM,C,254","terrain_su,N,21,5","TRI_sirgas,N,21,5","TWI,N,21,5","valley_dep,N,21,5","NVDI,N,21,5","MRVBF_reco,N,21,5","MRRTF_reco,N,21,5","Diurnal An,N,21,5","Direct_Ins,N,21,5",,,,,,,,,,,,,,,,
"523636,8300","9519257,9500",CE 060 (Acarape),630 (D),,"10,20","1,94000","18,00","0,20","0,00","0,00","100,00","100,00","100,00","98,50","92,00","68,00","29,00",A-2-4,"89,97970","606,00000","146,00000","1,38000","344,00000",PVAe15,Argissolos Vermelho-Amarelos Eutroficos,Luvissolos Cromicos Orticos,Neossolos Litolicos Eutroficos,PVAe15 - Argissolos Vermelho-Amarelos Eutroficos + Luvissolos Cromicos Orticos + Neossolos Litolicos Eutroficos,"1488,1302287700000000000000000000000",ARGISSOLOS,VERMELHO-AMARELOS,Eutroficos,LUVISSOLOS,CROMICOS,Orticos,NEOSSOLOS,LITOLICOS,Eutroficos,PVAe - Argissolos Vermelho-Amarelos Eutroficos,PVAe,"44,81973","9,79796","12,95852","304,83893","0,25757","2,54212","0,22478","0,00708","6,25918",,,,,,,,,,,,,,,,
"478323,9300","9197013,7900",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),1 (D),,"10,20","1,94000","18,00","0,20","0,00","0,00","100,00","100,00","100,00","98,60","92,00","68,00","29,00",A-2-4,"90,24910","1000,00000","129,00000","1,41000","247,00000",PVe3,Argissolos Vermelhos Eutroficos,Argissolos Vermelho-Amarelos Distroficos,,PVe3 - Argissolos Vermelhos Eutroficos + Argissolos Vermelho-Amarelos Distroficos,"2502,7145336100000000000000000000000",ARGISSOLOS,VERMELHOS,Eutroficos,ARGISSOLOS,VERMELHO-AMARELOS,Distroficos,,,,PVe - Argissolos Vermelhos Eutroficos,PVe,"54,81489","3,74166","14,64637","96,29626","0,42422","4,89796","3,98716","-0,01209","6,53799",,,,,,,,,,,,,,,,
"478129,3700","9197292,2100",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),20 (E),,"10,20","1,94000","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","29,50",A-3,"89,31390","1000,00000","116,00000","1,42000","247,00000",PVe3,Argissolos Vermelhos Eutroficos,Argissolos Vermelho-Amarelos Distroficos,,PVe3 - Argissolos Vermelhos Eutroficos + Argissolos Vermelho-Amarelos Distroficos,"2502,7145336100000000000000000000000",ARGISSOLOS,VERMELHOS,Eutroficos,ARGISSOLOS,VERMELHO-AMARELOS,Distroficos,,,,PVe - Argissolos Vermelhos Eutroficos,PVe,"54,80390","4,47214","13,82263","91,75427","0,33648","4,81798","3,97156","0,02003","6,62564",,,,,,,,,,,,,,,,
"477903,1200","9197623,5100",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),40 (D),,"10,20","1,94100","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","29,70",A-2-4,"88,81490","1000,00000","146,00000","1,43000","243,00000",PVe3,Argissolos Vermelhos Eutroficos,Argissolos Vermelho-Amarelos Distroficos,,PVe3 - Argissolos Vermelhos Eutroficos + Argissolos Vermelho-Amarelos Distroficos,"2502,7145336100000000000000000000000",ARGISSOLOS,VERMELHOS,Eutroficos,ARGISSOLOS,VERMELHO-AMARELOS,Distroficos,,,,PVe - Argissolos Vermelhos Eutroficos,PVe,"55,25158","9,16515","13,05636","92,63403","0,20328","0,26269","3,50823","-0,03088","6,46056",,,,,,,,,,,,,,,,
"477679,2900","9197953,2900",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),60 (E),,"10,20","1,94100","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-2-4,"87,61870","1000,00000","132,00000","1,42000","229,00000",PVe3,Argissolos Vermelhos Eutroficos,Argissolos Vermelho-Amarelos Distroficos,,PVe3 - Argissolos Vermelhos Eutroficos + Argissolos Vermelho-Amarelos Distroficos,"2502,7145336100000000000000000000000",ARGISSOLOS,VERMELHOS,Eutroficos,ARGISSOLOS,VERMELHO-AMARELOS,Distroficos,,,,PVe - Argissolos Vermelhos Eutroficos,PVe,"55,03751","8,12404","13,24250","110,23163","0,25074","0,16116","2,59922","0,00036","6,52882",,,,,,,,,,,,,,,,
"477447,3700","9198279,9500",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),80 (D),,"10,20","1,94100","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-3,"87,61870","1000,00000","135,00000","1,42000","247,00000",PVe3,Argissolos Vermelhos Eutroficos,Argissolos Vermelho-Amarelos Distroficos,,PVe3 - Argissolos Vermelhos Eutroficos + Argissolos Vermelho-Amarelos Distroficos,"2502,7145336100000000000000000000000",ARGISSOLOS,VERMELHOS,Eutroficos,ARGISSOLOS,VERMELHO-AMARELOS,Distroficos,,,,PVe - Argissolos Vermelhos Eutroficos,PVe,"52,01879","8,71780","14,15341","123,75995","0,37667","0,68324","1,73520","-0,03296","6,44841",,,,,,,,,,,,,,,,
"477228,4611","9198617,1400",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),100 (E),,"10,20","1,94100","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-2-4,"87,61870","1000,00000","139,00000","1,42000","239,00000",PVe3,Argissolos Vermelhos Eutroficos,Argissolos Vermelho-Amarelos Distroficos,,PVe3 - Argissolos Vermelhos Eutroficos + Argissolos Vermelho-Amarelos Distroficos,"2502,7145336100000000000000000000000",ARGISSOLOS,VERMELHOS,Eutroficos,ARGISSOLOS,VERMELHO-AMARELOS,Distroficos,,,,PVe - Argissolos Vermelhos Eutroficos,PVe,"46,99799","10,90871","13,66009","139,47412","0,38011","1,05668","0,52495","-0,01673","6,47253",,,,,,,,,,,,,,,,
"476987,7200","9198943,6600",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),120 (D),,"10,20","1,94200","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-2-4,"87,91580","1000,00000","168,00000","1,40000","245,00000",PVe3,Argissolos Vermelhos Eutroficos,Argissolos Vermelho-Amarelos Distroficos,,PVe3 - Argissolos Vermelhos Eutroficos + Argissolos Vermelho-Amarelos Distroficos,"2502,7145336100000000000000000000000",ARGISSOLOS,VERMELHOS,Eutroficos,ARGISSOLOS,VERMELHO-AMARELOS,Distroficos,,,,PVe - Argissolos Vermelhos Eutroficos,PVe,"42,42664","8,66025","15,26053","156,96228","0,37630","4,49710","0,07609","-0,00758","6,47933",,,,,,,,,,,,,,,,
"476999,8300","9199329,4300",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),140 (E),,"10,20","1,94200","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-3,"87,91580","795,00000","178,00000","1,42000","257,00000",PVe3,Argissolos Vermelhos Eutroficos,Argissolos Vermelho-Amarelos Distroficos,,PVe3 - Argissolos Vermelhos Eutroficos + Argissolos Vermelho-Amarelos Distroficos,"2502,7145336100000000000000000000000",ARGISSOLOS,VERMELHOS,Eutroficos,ARGISSOLOS,VERMELHO-AMARELOS,Distroficos,,,,PVe - Argissolos Vermelhos Eutroficos,PVe,"40,57684","2,23607","16,95985","161,04028","0,29508","5,65970","0,05792","-0,00293","6,52620",,,,,,,,,,,,,,,,
"476830,4700","9199682,5600",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),160 (D),,"10,20","1,94200","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-2-4,"87,91580","736,00000","164,00000","1,43000","253,00000",PVe3,Argissolos Vermelhos Eutroficos,Argissolos Vermelho-Amarelos Distroficos,,PVe3 - Argissolos Vermelhos Eutroficos + Argissolos Vermelho-Amarelos Distroficos,"2502,7145336100000000000000000000000",ARGISSOLOS,VERMELHOS,Eutroficos,ARGISSOLOS,VERMELHO-AMARELOS,Distroficos,,,,PVe - Argissolos Vermelhos Eutroficos,PVe,"40,42854","2,44949","13,78321","162,53693","0,41438","5,83885","0,25435","-0,00794","6,51071",,,,,,,,,,,,,,,,
"476604,2000","9200009,7500",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),180 (E),,"10,20","1,94200","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-2-4,"87,91580","942,00000","177,00000","1,43000","223,00000",RLe1,Neossolos Litolicos Eutroficos,,,RLe1 - Neossolos Litolicos Eutroficos,"2565,3318950900000000000000000000000",NEOSSOLOS,LITOLICOS,Eutroficos,,,,,,,RLe - Neossolos Litolicos Eutroficos,RLe,"42,09767","2,00000","15,17483","163,96210","0,19117","5,86530","0,00347","-0,00916","6,52481",,,,,,,,,,,,,,,,
"476279,0000","9200229,0000",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),200 (D),,"10,20","1,94200","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-6,"87,91580","827,00000","172,00000","1,45000","227,00000",RLe1,Neossolos Litolicos Eutroficos,,,RLe1 - Neossolos Litolicos Eutroficos,"2565,3318950900000000000000000000000",NEOSSOLOS,LITOLICOS,Eutroficos,,,,,,,RLe - Neossolos Litolicos Eutroficos,RLe,"44,15710","4,79583","14,02485","155,82202","0,25420","5,76975","1,73563","-0,02418","6,48288",,,,,,,,,,,,,,,,
"475885,2500","9200187,7200",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),220 (E),,"10,20","1,94200","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-3,"87,91580","751,00000","164,00000","1,38000","287,00000",RLe1,Neossolos Litolicos Eutroficos,,,RLe1 - Neossolos Litolicos Eutroficos,"2565,3318950900000000000000000000000",NEOSSOLOS,LITOLICOS,Eutroficos,,,,,,,RLe - Neossolos Litolicos Eutroficos,RLe,"44,48938","7,00000","14,38951","151,11053","0,28246","1,11862","2,00172","-0,02038","6,51399",,,,,,,,,,,,,,,,
"475526,0000","9200269,0000",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),240 (D),,"10,20","1,94200","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-4,"87,91580","1000,00000","147,00000","1,41000","255,00000",RLe1,Neossolos Litolicos Eutroficos,,,RLe1 - Neossolos Litolicos Eutroficos,"2565,3318950900000000000000000000000",NEOSSOLOS,LITOLICOS,Eutroficos,,,,,,,RLe - Neossolos Litolicos Eutroficos,RLe,"46,82829","14,38750","12,62322","130,14203","0,36181","0,17558","1,73559","0,03754","6,68787",,,,,,,,,,,,,,,,
"475253,0000","9200557,0000",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),260 (E),,"10,20","1,94200","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-2-4,"87,91580","918,00000","147,00000","1,39000","291,00000",RLe1,Neossolos Litolicos Eutroficos,,,RLe1 - Neossolos Litolicos Eutroficos,"2565,3318950900000000000000000000000",NEOSSOLOS,LITOLICOS,Eutroficos,,,,,,,RLe - Neossolos Litolicos Eutroficos,RLe,"49,15060","9,32738","13,11274","124,47534","0,39708","0,52494","2,83606","-0,03296","6,44986",,,,,,,,,,,,,,,,
"474978,0000","9200843,0000",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),280 (D),,"10,20","1,94200","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-3,"87,91580","997,00000","158,00000","1,40000","250,00000",RLe1,Neossolos Litolicos Eutroficos,,,RLe1 - Neossolos Litolicos Eutroficos,"2565,3318950900000000000000000000000",NEOSSOLOS,LITOLICOS,Eutroficos,,,,,,,RLe - Neossolos Litolicos Eutroficos,RLe,"49,31657","9,16515","12,65589","122,15765","0,32113","0,10247","2,78423","-0,02038","6,52644",,,,,,,,,,,,,,,,
"474676,0000","9201105,0000",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),300 (E),,"10,20","1,94300","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-2-4,"88,21210","1000,00000","151,00000","1,40000","243,00000",RLe1,Neossolos Litolicos Eutroficos,,,RLe1 - Neossolos Litolicos Eutroficos,"2565,3318950900000000000000000000000",NEOSSOLOS,LITOLICOS,Eutroficos,,,,,,,RLe - Neossolos Litolicos Eutroficos,RLe,"47,33192","16,37070","13,12928","137,11456","0,32551","0,85331","0,13961","-0,04044","6,37556",,,,,,,,,,,,,,,,
"474312,0000","9201303,0000",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),320 (D),,"10,20","1,94300","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-3,"88,21210","1000,00000","156,00000","1,41000","253,00000",RLe1,Neossolos Litolicos Eutroficos,,,RLe1 - Neossolos Litolicos Eutroficos,"2565,3318950900000000000000000000000",NEOSSOLOS,LITOLICOS,Eutroficos,,,,,,,RLe - Neossolos Litolicos Eutroficos,RLe,"48,59468","11,40175","16,54425","146,08655","0,37217","1,92921","0,06365","-0,02038","6,51741",,,,,,,,,,,,,,,,
"474085,0000","9201055,0000",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),340 (E),,"10,20","1,94300","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-3,"88,21210","922,00000","160,00000","1,40000","262,00000",RLe1,Neossolos Litolicos Eutroficos,,,RLe1 - Neossolos Litolicos Eutroficos,"2565,3318950900000000000000000000000",NEOSSOLOS,LITOLICOS,Eutroficos,,,,,,,RLe - Neossolos Litolicos Eutroficos,RLe,"51,10028","8,94427","13,77794","132,16125","0,35504","1,89397","0,09339","-0,03039","6,49360",,,,,,,,,,,,,,,,
"473762,0000","9201110,0000",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),360 (D),,"10,20","1,94300","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-3,"88,21210","1000,00000","136,00000","1,43000","236,00000",RLe1,Neossolos Litolicos Eutroficos,,,RLe1 - Neossolos Litolicos Eutroficos,"2565,3318950900000000000000000000000",NEOSSOLOS,LITOLICOS,Eutroficos,,,,,,,RLe - Neossolos Litolicos Eutroficos,RLe,"52,98167","10,44031","14,69004","124,94031","0,40019","1,72613","1,59288","-0,02745","6,51088",,,,,,,,,,,,,,,,
"473401,0000","9201285,0000",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),380 (E),,"10,20","1,94300","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-2-4,"88,21210","701,00000","138,00000","1,43000","273,00000",RLe1,Neossolos Litolicos Eutroficos,,,RLe1 - Neossolos Litolicos Eutroficos,"2565,3318950900000000000000000000000",NEOSSOLOS,LITOLICOS,Eutroficos,,,,,,,RLe - Neossolos Litolicos Eutroficos,RLe,"56,31851","6,85565","13,08002","116,70447","0,25392","0,04450","2,95081","-0,01123","6,54707",,,,,,,,,,,,,,,,
"473039,0000","9201454,0000",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),400 (D),,"10,20","1,94300","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-3,"88,21210","1000,00000","144,00000","1,42000","235,00000",RLe1,Neossolos Litolicos Eutroficos,,,RLe1 - Neossolos Litolicos Eutroficos,"2565,3318950900000000000000000000000",NEOSSOLOS,LITOLICOS,Eutroficos,,,,,,,RLe - Neossolos Litolicos Eutroficos,RLe,"56,16905","9,59166","13,01648","125,82263","0,27244","0,27856","2,77407","0,02452","6,58334",,,,,,,,,,,,,,,,
"472666,0000","9201329,0000",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),420 (E),,"10,20","1,94400","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-3,"88,50750","1000,00000","132,00000","1,42000","247,00000",PVe3,Argissolos Vermelhos Eutroficos,Argissolos Vermelho-Amarelos Distroficos,,PVe3 - Argissolos Vermelhos Eutroficos + Argissolos Vermelho-Amarelos Distroficos,"2502,7145336100000000000000000000000",ARGISSOLOS,VERMELHOS,Eutroficos,ARGISSOLOS,VERMELHO-AMARELOS,Distroficos,,,,PVe - Argissolos Vermelhos Eutroficos,PVe,"53,89376","13,52775","15,66938","143,98346","0,29730","1,89941","0,02076","-0,00343","6,48629",,,,,,,,,,,,,,,,
"472305,0000","9201361,0000",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),440 (D),,"10,20","1,94400","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-3,"88,50750","1000,00000","141,00000","1,39000","250,00000",PVe3,Argissolos Vermelhos Eutroficos,Argissolos Vermelho-Amarelos Distroficos,,PVe3 - Argissolos Vermelhos Eutroficos + Argissolos Vermelho-Amarelos Distroficos,"2502,7145336100000000000000000000000",ARGISSOLOS,VERMELHOS,Eutroficos,ARGISSOLOS,VERMELHO-AMARELOS,Distroficos,,,,PVe - Argissolos Vermelhos Eutroficos,PVe,"50,56679","14,03567","11,91673","152,86389","0,58403","1,50748","0,22421","-0,04170","6,39321",,,,,,,,,,,,,,,,
"472024,0000","9201642,0000",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),460 (E),,"10,20","1,94400","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-3,"88,50750","775,00000","196,00000","1,41000","272,00000",PVe3,Argissolos Vermelhos Eutroficos,Argissolos Vermelho-Amarelos Distroficos,,PVe3 - Argissolos Vermelhos Eutroficos + Argissolos Vermelho-Amarelos Distroficos,"2502,7145336100000000000000000000000",ARGISSOLOS,VERMELHOS,Eutroficos,ARGISSOLOS,VERMELHO-AMARELOS,Distroficos,,,,PVe - Argissolos Vermelhos Eutroficos,PVe,"47,26375","9,11043","17,23229","170,83313","0,45493","4,92008","0,04337","0,00880","6,58496",,,,,,,,,,,,,,,,
"471698,0000","9201873,0000",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),480 (D),,"10,20","1,94500","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-2-4,"88,80200","1000,00000","146,00000","1,41000","285,00000",PVe3,Argissolos Vermelhos Eutroficos,Argissolos Vermelho-Amarelos Distroficos,,PVe3 - Argissolos Vermelhos Eutroficos + Argissolos Vermelho-Amarelos Distroficos,"2502,7145336100000000000000000000000",ARGISSOLOS,VERMELHOS,Eutroficos,ARGISSOLOS,VERMELHO-AMARELOS,Distroficos,,,,PVe - Argissolos Vermelhos Eutroficos,PVe,"48,03754","11,40175","12,78957","150,59210","0,33103","1,55283","0,27712","-0,01364","6,55815",,,,,,,,,,,,,,,,
"471361,0000","9202088,0000",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),500 (E),,"10,20","1,94500","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-3,"88,80200","1000,00000","135,00000","1,41000","248,00000",PVe3,Argissolos Vermelhos Eutroficos,Argissolos Vermelho-Amarelos Distroficos,,PVe3 - Argissolos Vermelhos Eutroficos + Argissolos Vermelho-Amarelos Distroficos,"2502,7145336100000000000000000000000",ARGISSOLOS,VERMELHOS,Eutroficos,ARGISSOLOS,VERMELHO-AMARELOS,Distroficos,,,,PVe - Argissolos Vermelhos Eutroficos,PVe,"48,96815","8,54400","13,53811","139,48566","0,28484","4,14916","2,81157","-0,01244","6,55265",,,,,,,,,,,,,,,,
"471027,0000","9202307,0000",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),520 (D),,"10,20","1,94500","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-2-4,"88,80200","1000,00000","109,00000","1,46000","176,00000",PVe3,Argissolos Vermelhos Eutroficos,Argissolos Vermelho-Amarelos Distroficos,,PVe3 - Argissolos Vermelhos Eutroficos + Argissolos Vermelho-Amarelos Distroficos,"2502,7145336100000000000000000000000",ARGISSOLOS,VERMELHOS,Eutroficos,ARGISSOLOS,VERMELHO-AMARELOS,Distroficos,,,,PVe - Argissolos Vermelhos Eutroficos,PVe,"50,14036","7,74597","13,21185","141,66644","0,35527","4,66895","2,94156","-0,00966","6,49246",,,,,,,,,,,,,,,,
"470666,0000","9202462,0000",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),540 (E),,"10,20","1,94500","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-3,"88,80200","1000,00000","119,00000","1,49000","171,00000",PVe3,Argissolos Vermelhos Eutroficos,Argissolos Vermelho-Amarelos Distroficos,,PVe3 - Argissolos Vermelhos Eutroficos + Argissolos Vermelho-Amarelos Distroficos,"2502,7145336100000000000000000000000",ARGISSOLOS,VERMELHOS,Eutroficos,ARGISSOLOS,VERMELHO-AMARELOS,Distroficos,,,,PVe - Argissolos Vermelhos Eutroficos,PVe,"51,18178","10,00000","12,42714","142,94611","0,27228","4,96340","3,61232","-0,03039","6,49302",,,,,,,,,,,,,,,,
"470267,0000","9202492,0000",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),560 (D),,"10,20","1,94500","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-3,"88,80200","1000,00000","120,00000","1,48000","173,00000",PVe3,Argissolos Vermelhos Eutroficos,Argissolos Vermelho-Amarelos Distroficos,,PVe3 - Argissolos Vermelhos Eutroficos + Argissolos Vermelho-Amarelos Distroficos,"2502,7145336100000000000000000000000",ARGISSOLOS,VERMELHOS,Eutroficos,ARGISSOLOS,VERMELHO-AMARELOS,Distroficos,,,,PVe - Argissolos Vermelhos Eutroficos,PVe,"52,04438","7,28011","13,71339","139,41113","0,30495","5,41245","3,84327","-0,02711","6,48083",,,,,,,,,,,,,,,,
"469913,0000","9202567,0000",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),580 (E),,"10,20","1,94500","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-3,"88,80200","1000,00000","146,00000","1,45000","198,00000",PVe3,Argissolos Vermelhos Eutroficos,Argissolos Vermelho-Amarelos Distroficos,,PVe3 - Argissolos Vermelhos Eutroficos + Argissolos Vermelho-Amarelos Distroficos,"2502,7145336100000000000000000000000",ARGISSOLOS,VERMELHOS,Eutroficos,ARGISSOLOS,VERMELHO-AMARELOS,Distroficos,,,,PVe - Argissolos Vermelhos Eutroficos,PVe,"52,45715","6,92820","14,28069","139,07892","0,31848","5,52369","3,86202","-0,03418","6,46521",,,,,,,,,,,,,,,,
"478763,7030","9200051,6070",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),100 (D),,"10,20","1,94500","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-2-4,"88,80200","1000,00000","147,00000","1,41000","226,00000",RLe1,Neossolos Litolicos Eutroficos,,,RLe1 - Neossolos Litolicos Eutroficos,"2565,3318950900000000000000000000000",NEOSSOLOS,LITOLICOS,Eutroficos,,,,,,,RLe - Neossolos Litolicos Eutroficos,RLe,"47,79092","10,14889","14,94481","137,82660","0,34926","0,92904","1,24715","-0,03004","6,45565",,,,,,,,,,,,,,,,
"478768,2790","9200193,2940",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),100 (D),,"10,20","1,94500","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-2-4,"88,80200","1000,00000","151,00000","1,40000","241,00000",RLe1,Neossolos Litolicos Eutroficos,,,RLe1 - Neossolos Litolicos Eutroficos,"2565,3318950900000000000000000000000",NEOSSOLOS,LITOLICOS,Eutroficos,,,,,,,RLe - Neossolos Litolicos Eutroficos,RLe,"47,00886","10,95445","14,91098","141,47809","0,34926","1,41821","0,39751","-0,04210","6,42222",,,,,,,,,,,,,,,,
"478909,6150","9200188,3900",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),100 (D),,"10,20","1,94500","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-2-4,"88,80200","1000,00000","158,00000","1,40000","237,00000",RLe1,Neossolos Litolicos Eutroficos,,,RLe1 - Neossolos Litolicos Eutroficos,"2565,3318950900000000000000000000000",NEOSSOLOS,LITOLICOS,Eutroficos,,,,,,,RLe - Neossolos Litolicos Eutroficos,RLe,"47,44746","9,21954","13,99814","141,79974","0,34926","2,19803","0,10143","-0,02211","6,48433",,,,,,,,,,,,,,,,
"476345,6450","9200427,4320",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),196 (D),,"10,20","1,94500","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-2-4,"88,80200","643,00000","172,00000","1,43000","254,00000",RLe1,Neossolos Litolicos Eutroficos,,,RLe1 - Neossolos Litolicos Eutroficos,"2565,3318950900000000000000000000000",NEOSSOLOS,LITOLICOS,Eutroficos,,,,,,,RLe - Neossolos Litolicos Eutroficos,RLe,"44,81372","8,12404","14,69577","160,00140","0,34477","5,86208","0,17388","-0,03418","6,44982",,,,,,,,,,,,,,,,
"476223,8620","9200499,3280",CE-292 (Trecho: Miss o Velha - Aeroporto de Juazeiro do Norte),196 (D),,"10,20","1,94500","18,00","0,20","0,00","0,00","100,00","100,00","100,00","99,00","92,00","68,00","30,00",A-2-4,"88,80200","593,00000","171,00000","1,42000","276,00000",RLe1,Neossolos Litolicos Eutroficos,,,RLe1 - Neossolos Litolicos Eutroficos,"2565,3318950900000000000000000000000",NEOSSOLOS,LITOLICOS,Eutroficos,,,,,,,RLe - Neossolos Litolicos Eutroficos,RLe,"44,92850","3,60555","13,41365","157,98083","0,34477","5,85015","0,37779","-0,00207","6,54242",,,,,,,,,,,,,,,,
